ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Robert L. Cowles	Scattering 	
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Republican		
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Town	10	Deerfield	70010	2	Wards 1 & 2	213	193	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Town	12	Hancock	70012	2		168	99	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Town	20	Oasis	70020	2		140	130	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Town	22	Plainfield	70022	2		158	90	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Town	28	Rose	70028	2		228	118	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Village	136	Hancock	70136	2		142	53	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	6	24	71	4	70	Waushara	Village	171	Plainfield	70171	2	Wards 1 & 2	247	100	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	2	Arpin	72002	2	Wards 1 - 3	299	143	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	4	Auburndale	72004	2		269	148	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	6	Cameron	72006	2		174	105	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	8	Cary	72008	2		129	100	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	10	Cranmoor	72010	2		55	39	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	12	Dexter	72012	2		145	61	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	Town	14	Grand Rapids	72014	12	Wards 1 - 13	2794	1648	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	16	Hansen	72016	2		214	180	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	18	Hiles	72018	2		58	39	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	22	Marshfield	72022	2		269	148	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	24	Milladore	72024	2		281	78	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	26	Port Edwards	72026	2	Wards 1 - 3	491	185	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	28	Remington	72028	2		71	60	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	30	Richfield	72030	2	Wards 1 & 2	467	302	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	32	Rock	72032	2		292	169	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	34	Rudolph	72034	2	Wards 1 & 2	436	163	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	Town	36	Saratoga	72036	4	Wards 1 - 6	1797	854	2
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	38	Seneca	72038	2	Wards 1 - 3	418	215	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	40	Sherry	72040	2		291	129	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	42	Sigel	72042	2	Wards 1 - 4	400	194	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Town	44	Wood	72044	2		282	175	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Village	100	Arpin	72100	2		100	34	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Village	101	Auburndale	72101	2		222	133	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	Village	106	Biron	72106	2		293	171	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Village	122	Hewitt	72122	2		292	159	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Village	151	Milladore	72151	2	Ward 1	88	48	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	Village	171	Port Edwards	72171	2	Wards 1 - 3	600	378	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Village	178	Rudolph	72178	2		184	59	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	Village	186	Vesper	72186	2		174	119	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	251	Marshfield	72251	5	Wards 1 - 4, 10, 11, 13, 14, 20, 23 & 24	2897	1698	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	251	Marshfield	72251	6	Wards 5 - 7, 15 - 17 & 27	1823	994	4
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	251	Marshfield	72251	7	Wards 8, 9, 12, 18, 19 & 25	1163	600	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	261	Nekoosa	72261	6	Ward 1	192	85	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	261	Nekoosa	72261	7	Ward 2	131	69	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	261	Nekoosa	72261	8	Wards 3 & 5	251	126	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	261	Nekoosa	72261	9	Wards 4 & 6	189	70	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	70	4	72	Wood	City	271	Pittsville	72271	5	Wards 1 - 3	245	184	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	City	291	Wisconsin Rapids	72291	22	Wards 1 - 3	780	306	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	City	291	Wisconsin Rapids	72291	23	Wards 4 - 6	784	394	1
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	City	291	Wisconsin Rapids	72291	26	Wards 7 - 11	1023	516	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	City	291	Wisconsin Rapids	72291	28	Wards 12 - 15	1475	734	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	City	291	Wisconsin Rapids	72291	29	Wards 16 - 20	878	456	0
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 24	7	24	72	4	72	Wood	City	291	Wisconsin Rapids	72291	30	Wards 21 - 23	848	434	0
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	57985	27660	45
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Fred A. Risser	Scattering 	
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic		
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	Town	32	Madison	13032	4	Ward 1	300	2	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	Town	32	Madison	13032	5	Wards 2 - 4 & 6	686	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	Town	32	Madison	13032	6	Wards 5, 7 - 11	1073	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	Village	151	Maple Bluff	13151	2	Wards 1 & 2	616	2	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	Village	181	Shorewood Hills	13181	2	Wards 1 & 2	996	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	225	Fitchburg	13225	6	Wards 1 - 3	1820	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	225	Fitchburg	13225	7	Wards 4 & 6	1308	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	225	Fitchburg	13225	12	Ward 13	0	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	14	Ward 14	930	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	15	Ward 15	508	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	21	Ward 21	299	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	31	Ward 31	774	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	32	Ward 32	1495	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	34	Ward 34	2417	20	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	35	Ward 35	1517	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	36	Ward 36	439	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	37	Ward 37	1265	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	38	Ward 38	1112	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	39	Ward 39	1745	23	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	40	Ward 40	1201	10	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	41	Ward 41	1110	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	42	Ward 42	1874	27	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	43	Ward 43	1443	16	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	44	Ward 44	2711	37	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	45	Ward 45	1572	13	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	46	Ward 46	1483	30	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	47	Ward 47	966	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	48	Ward 48	1378	14	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	49	Ward 49	672	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	50	Ward 50	1862	31	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	51	Ward 51	854	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	52	Ward 52	1402	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	53	Ward 53	495	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	54	Ward 54	776	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	57	Ward 57	470	1	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	58	Ward 58	347	13	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	59	Ward 59	928	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	60	Ward 60	401	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	61	Ward 61	1710	10	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	62	Ward 62	766	12	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	63	Ward 63	428	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	64	Ward 64	1394	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	65	Ward 65	1219	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	66	Ward 66	1439	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	67	Ward 67	1804	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	68	Ward 68	668	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	69	Ward 69	1194	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	70	Ward 70	1394	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	71	Ward 71	777	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	72	Ward 72	1147	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	73	Ward 73	1242	10	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	74	Ward 74	1452	12	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	75	Ward 75	1735	13	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	76	Ward 76	809	10	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	77	Ward 77	519	2	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	78	Ward 78	1070	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	79	Ward 79	678	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	80	Ward 80	489	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	81	Ward 81	1276	14	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	84	Ward 84	859	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	85	Ward 85	1037	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	86	Ward 86	1416	12	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	87	Ward 87	1249	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	88	Ward 88	418	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	89	Ward 89	508	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	90	Ward 90	810	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	91	Ward 91	1290	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	92	Ward 92	1695	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	93	Ward 93	1604	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	94	Ward 94	598	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	95	Ward 95	574	12	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	96	Ward 96	1436	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	251	Madison	13251	97	Ward 97	296	1	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	78	4	13	Dane	City	251	Madison	13251	106	Ward 106	0	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	116	Ward 116	0	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	117	Ward 117	1	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	76	4	13	Dane	City	251	Madison	13251	140	Ward 140	0	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 26	2	26	77	4	13	Dane	City	255	Middleton	13255	10	Wards 2 - 4	2677	25	
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	80923	707	
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Mary Lazich	Scattering 	
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Republican		
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	Village	131	Greendale	41131	6	Wards 1 & 2	1194	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	Village	131	Greendale	41131	7	Wards 3 & 4	1284	23	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	Village	131	Greendale	41131	8	Wards 5 & 6	1137	14	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	Village	131	Greendale	41131	9	Wards 7 & 8	1175	16	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	Village	131	Greendale	41131	10	Wards 9 & 10	1243	14	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	84	1	41	Milwaukee	Village	136	Hales Corners	41136	4	Wards 1 - 3	1145	16	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	84	1	41	Milwaukee	Village	136	Hales Corners	41136	5	Wards 4 - 6	1003	10	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	84	1	41	Milwaukee	Village	136	Hales Corners	41136	6	Wards 7 - 9	1063	12	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	226	Franklin	41226	13	Wards 1 - 4	1893	18	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	226	Franklin	41226	14	Wards 5 - 8	2184	15	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	226	Franklin	41226	15	Wards 9 - 12	1867	26	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	226	Franklin	41226	16	Wards 13 - 16	2453	29	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	226	Franklin	41226	17	Wards 17 - 20	2464	18	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	226	Franklin	41226	18	Wards 21 - 24	2147	23	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	236	Greenfield	41236	27	Ward 6	585	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	236	Greenfield	41236	28	Ward 7	700	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	236	Greenfield	41236	30	Ward 9	674	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	236	Greenfield	41236	31	Ward 10	647	19	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	236	Greenfield	41236	32	Ward 11	819	10	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	82	1	41	Milwaukee	City	236	Greenfield	41236	33	Ward 12	665	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	52	Racine	Town	16	Waterford	52016	2	Wards 1 - 10	2843	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	52	Racine	Village	191	Waterford	52191	2	Wards 1 - 7	2101	9	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	65	Walworth	Town	8	East Troy	65008	3	Wards 1 - 7	1914	18	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	65	Walworth	Village	121	East Troy	65121	4	Wards 1 - 7	1707	20	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	65	Walworth	Village	153	Mukwonago	65153	3	Ward 9	32	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	Town	16	Mukwonago	68016	8	Ward 3	364	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	Town	30	Vernon	68030	5	Wards 1, 6 - 10	2302	11	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	Town	30	Vernon	68030	6	Wards 2 - 5	1414	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	Town	32	Waukesha	68032	13	Ward 6	327	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	Town	32	Waukesha	68032	17	Wards 9 & 10	760	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	Town	32	Waukesha	68032	18	Wards 11 & 12	715	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	Village	106	Big Bend	68106	3	Wards 1 - 3	535	1	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	Village	153	Mukwonago	68153	4	Wards 1 - 8	2759	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	10	Wards 1 - 3	1405	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	11	Wards 4 - 6	1688	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	12	Wards 7 - 9	1568	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	13	Wards 10 & 11	1239	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	14	Wards 12 & 13	1584	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	15	Wards 14 & 15	1557	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	1	28	83	2	68	Waukesha	City	251	Muskego	68251	16	Wards 16 & 17	1804	4	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	1	Ward 1	641	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	2	Ward 2	954	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	3	Ward 3	821	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	4	Ward 4	393	0	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	5	Ward 5	980	7	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	6	Ward 6	450	6	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	7	Ward 7	475	5	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	8	Ward 8	332	3	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	9	Ward 9	652	8	
11/04/2008	FALL	GENERAL	SEN	State Senate, District No. 28	5	28	84	2	68	Waukesha	City	261	New Berlin	68261	10	Ward 10	821	8	
