seat	category	R_win	D_win	R_votes	D_votes
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 17	state_assembly	0	1	0	20820
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 18	state_assembly	0	1	0	17426
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 19	state_assembly	0	1	0	27543
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 20	state_assembly	0	1	0	20245
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 21	state_assembly	1	0	14280	11806
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 22	state_assembly	0	1	2	11738
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 23	state_assembly	1	0	18321	16939
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 24	state_assembly	1	0	17650	15244
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 25	state_assembly	1	0	14785	9042
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 26	state_assembly	1	0	14485	10466
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 27	state_assembly	1	0	16533	11186
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 28	state_assembly	1	0	14441	10028
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 29	state_assembly	1	0	12523	9750
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 30	state_assembly	1	0	15240	13015
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 31	state_assembly	1	0	15299	11305
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 32	state_assembly	0	1	2	10182
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 33	state_assembly	1	0	17236	10219
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 34	state_assembly	1	0	19699	12096
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 35	state_assembly	1	0	16380	9714
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36	state_assembly	1	0	16938	8338
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 37	state_assembly	1	0	19616	0
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 38	state_assembly	1	0	18056	13286
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 39	state_assembly	1	0	15940	9210
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 40	state_assembly	1	0	15794	8759
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 41	state_assembly	1	0	15257	8984
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42	state_assembly	1	0	15299	11209
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 43	state_assembly	0	1	10288	16241
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 44	state_assembly	0	1	0	18005
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 45	state_assembly	0	1	0	14198
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 46	state_assembly	0	1	0	24011
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 47	state_assembly	0	1	0	25706
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 48	state_assembly	0	1	0	27794
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 49	state_assembly	1	0	12858	8968
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 50	state_assembly	1	0	12379	9658
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 51	state_assembly	1	0	12445	12113
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 52	state_assembly	1	0	15164	9427
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 53	state_assembly	1	0	15160	8812
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 54	state_assembly	0	1	0	18019
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 55	state_assembly	1	0	15122	12283
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 56	state_assembly	1	0	18033	12110
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57	state_assembly	0	1	0	16946
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 58	state_assembly	1	0	20471	8368
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 59	state_assembly	1	0	23339	0
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 60	state_assembly	1	0	20702	11182
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 61	state_assembly	1	0	16606	10207
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 62	state_assembly	1	0	16035	13161
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 63	state_assembly	1	0	16775	10705
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64	state_assembly	0	1	0	16773
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65	state_assembly	0	1	0	14456
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 66	state_assembly	0	1	0	14450
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 67	state_assembly	1	0	15970	9878
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 68	state_assembly	1	0	14129	10394
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 69	state_assembly	1	0	17257	1576
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 70	state_assembly	1	0	15027	9223
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71	state_assembly	0	1	0	20548
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 72	state_assembly	1	0	14773	10992
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 73	state_assembly	0	1	16	18510
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 74	state_assembly	0	1	12276	15738
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 75	state_assembly	1	0	14925	9078
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 76	state_assembly	0	1	0	36891
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 77	state_assembly	0	1	0	29347
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 78	state_assembly	0	1	0	30044
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 79	state_assembly	0	1	0	28079
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 80	state_assembly	0	1	0	26189
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 81	state_assembly	0	1	0	19766
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82	state_assembly	1	0	18039	0
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83	state_assembly	1	0	22351	9624
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84	state_assembly	1	0	16684	12341
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 85	state_assembly	1	0	13791	11150
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86	state_assembly	1	0	17174	10575
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87	state_assembly	1	0	15682	8027
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 88	state_assembly	1	0	14628	12793
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 89	state_assembly	1	0	17091	8461
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 90	state_assembly	0	1	0	12994
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 91	state_assembly	0	1	8798	17512
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 92	state_assembly	1	0	12955	10537
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 93	state_assembly	1	0	15935	11435
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 94	state_assembly	0	1	11567	17498
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 95	state_assembly	0	1	0	21989
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 96	state_assembly	1	0	12327	11536
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 97	state_assembly	1	0	18945	0
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 98	state_assembly	1	0	0	0
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 99	state_assembly	1	0	26251	0
